
Day 0 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 5,            6,      725,       0,      0,        725
 5,            7,      709,       0,      0,        709
 5,            8,     1095,       0,      0,       1095
 5,            9,     1064,       0,      0,       1064
 5,           10,     1293,       0,      0,       1293
 5,           11,      732,       0,      0,        732
 5,           12,      790,       1,      1,        792
 5,           13,      726,       0,      0,        726
 5,           14,     1506,       0,      0,       1506
 5,           15,      769,       0,      0,        769
 5,           16,     1113,       0,      0,       1113
 5,           17,      828,       0,      0,        828
 5,           18,      773,       0,      0,        773
 5,           19,      805,       0,      0,        805


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 6,            0,     1267,       0,      0,       1267
 6,            1,      921,       0,      0,        921
 6,            2,     1416,       2,      0,       1418
 6,            3,     2234,       0,      0,       2234
 6,            4,      709,       0,      0,        709
 6,            5,      661,       0,      0,        661
 6,            6,      689,       0,      0,        689
 6,            7,      664,       0,      0,        664
 6,            8,     1104,       0,      0,       1104
 6,            9,     1055,       0,      0,       1055
 6,           10,     1336,       0,      0,       1336
 6,           11,      711,       0,      0,        711
 6,           12,      778,       1,      2,        781
 6,           13,      691,       0,      0,        691
 6,           14,     1544,       0,      0,       1544
 6,           15,      748,       0,      0,        748
 6,           16,     1124,       0,      0,       1124
 6,           17,      807,       0,      0,        807
 6,           18,      751,       0,      0,        751
 6,           19,      787,       0,      0,        787


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 7,            0,     1302,       0,      0,       1302
 7,            1,      900,       0,      0,        900
 7,            2,     1459,       2,      0,       1461
 7,            3,     2316,       0,      0,       2316
 7,            4,      670,       0,      0,        670
 7,            5,      632,       0,      0,        632
 7,            6,      652,       0,      0,        652
 7,            7,      656,       0,      0,        656
 7,            8,     1107,       0,      0,       1107
 7,            9,     1076,       0,      2,       1078
 7,           10,     1389,       0,      0,       1389
 7,           11,      684,       0,      0,        684
 7,           12,      742,       1,      1,        744
 7,           13,      659,       0,      0,        659
 7,           14,     1620,       0,      0,       1620
 7,           15,      715,       0,      0,        715
 7,           16,     1127,       0,      0,       1127
 7,           17,      790,       0,      0,        790
 7,           18,      716,       0,      0,        716
 7,           19,      784,       0,      0,        784


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 8,            0,     1315,       1,      0,       1316
 8,            1,      892,       0,      0,        892
 8,            2,     1529,       1,      0,       1530
 8,            3,     2402,       0,      0,       2402
 8,            4,      655,       0,      0,        655
 8,            5,      625,       0,      0,        625
 8,            6,      609,       0,      0,        609
 8,            7,      625,       0,      0,        625
 8,            8,     1112,       0,      0,       1112
 8,            9,     1050,       1,      2,       1053
 8,           10,     1405,       0,      0,       1405
 8,           11,      670,       0,      0,        670
 8,           12,      741,       1,      2,        744
 8,           13,      634,       0,      0,        634
 8,           14,     1624,       0,      0,       1624
 8,           15,      706,       0,      0,        706
 8,           16,     1165,       0,      0,       1165
 8,           17,      754,       0,      0,        754
 8,           18,      713,       0,      0,        713
 8,           19,      768,       0,      0,        768


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 9,            0,     1341,       2,      0,       1343
 9,            1,      862,       0,      0,        862
 9,            2,     1513,       0,      0,       1513
 9,            3,     2501,       1,      0,       2502
 9,            4,      634,       0,      0,        634
 9,            5,      600,       0,      0,        600
 9,            6,      616,       0,      0,        616
 9,            7,      598,       0,      0,        598
 9,            8,     1116,       0,      0,       1116
 9,            9,     1061,       2,      3,       1066
 9,           10,     1409,       0,      0,       1409
 9,           11,      658,       0,      0,        658
 9,           12,      717,       1,      1,        719
 9,           13,      643,       0,      0,        643
 9,           14,     1691,       0,      0,       1691
 9,           15,      680,       0,      0,        680
 9,           16,     1200,       0,      0,       1200
 9,           17,      714,       0,      0,        714
 9,           18,      690,       0,      0,        690
 9,           19,      748,       0,      0,        748


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
10,            0,     1348,       2,      0,       1350
10,            1,      865,       0,      0,        865
10,            2,     1540,       0,      0,       1540
10,            3,     2577,       2,      0,       2579
10,            4,      614,       0,      0,        614
10,            5,      582,       0,      0,        582
10,            6,      597,       0,      0,        597
10,            7,      578,       0,      0,        578
10,            8,     1116,       0,      0,       1116
10,            9,     1083,       2,      5,       1090
10,           10,     1459,       0,      0,       1459
10,           11,      637,       0,      0,        637
10,           12,      690,       1,      1,        692
10,           13,      616,       0,      0,        616
10,           14,     1712,       0,      0,       1712
10,           15,      691,       0,      0,        691
10,           16,     1212,       0,      0,       1212
10,           17,      676,       0,      0,        676
10,           18,      658,       0,      0,        658
10,           19,      738,       0,      0,        738


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
11,            0,     1364,       2,      0,       1366
11,            1,      868,       0,      0,        868
11,            2,     1566,       0,      0,       1566
11,            3,     2617,       2,      0,       2619
11,            4,      587,       0,      0,        587
11,            5,      577,       0,      0,        577
11,            6,      584,       0,      0,        584
11,            7,      563,       0,      0,        563
11,            8,     1150,       0,      0,       1150
11,            9,     1094,       2,      5,       1101
11,           10,     1481,       0,      0,       1481
11,           11,      622,       0,      0,        622
11,           12,      675,       2,      1,        678
11,           13,      587,       0,      0,        587
11,           14,     1727,       0,      0,       1727
11,           15,      675,       0,      0,        675
11,           16,     1210,       0,      0,       1210
11,           17,      667,       0,      0,        667
11,           18,      660,       0,      0,        660
11,           19,      714,       0,      0,        714


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
12,            0,     1359,       2,      0,       1361
12,            1,      872,       0,      0,        872
12,            2,     1634,       1,      0,       1635
12,            3,     2662,       1,      0,       2663
12,            4,      559,       0,      0,        559
12,            5,      565,       0,      0,        565
12,            6,      563,       0,      0,        563
12,            7,      558,       0,      0,        558
12,            8,     1154,       0,      0,       1154
12,            9,     1097,       2,      5,       1104
12,           10,     1521,       0,      0,       1521
12,           11,      606,       0,      0,        606
12,           12,      664,       2,      1,        667
12,           13,      559,       0,      0,        559
12,           14,     1764,       0,      0,       1764
12,           15,      649,       0,      0,        649
12,           16,     1213,       0,      0,       1213
12,           17,      647,       0,      0,        647
12,           18,      646,       0,      0,        646
12,           19,      696,       0,      0,        696


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
13,            0,     1361,       3,      0,       1364
13,            1,      868,       0,      0,        868
13,            2,     1699,       0,      0,       1699
13,            3,     2742,       2,      0,       2744
13,            4,      551,       0,      0,        551
13,            5,      533,       0,      0,        533
13,            6,      540,       0,      0,        540
13,            7,      549,       0,      0,        549
13,            8,     1145,       0,      0,       1145
13,            9,     1069,       1,      6,       1076
13,           10,     1507,       0,      0,       1507
13,           11,      606,       0,      0,        606
13,           12,      672,       2,      1,        675
13,           13,      543,       0,      0,        543
13,           14,     1775,       0,      0,       1775
13,           15,      634,       0,      0,        634
13,           16,     1215,       0,      0,       1215
13,           17,      643,       0,      0,        643
13,           18,      647,       0,      0,        647
13,           19,      688,       0,      0,        688


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
14,            0,     1381,       4,      0,       1385
14,            1,      893,       0,      0,        893
14,            2,     1732,       0,      0,       1732
14,            3,     2781,       3,      0,       2784
14,            4,      543,       0,      0,        543
14,            5,      524,       0,      0,        524
14,            6,      520,       0,      0,        520
14,            7,      557,       0,      0,        557
14,            8,     1142,       0,      0,       1142
14,            9,     1069,       1,      6,       1076
14,           10,     1518,       0,      0,       1518
14,           11,      577,       0,      0,        577
14,           12,      655,       5,      1,        661
14,           13,      541,       0,      0,        541
14,           14,     1771,       0,      0,       1771
14,           15,      626,       0,      0,        626
14,           16,     1216,       0,      0,       1216
14,           17,      622,       0,      0,        622
14,           18,      639,       0,      0,        639
14,           19,      675,       0,      0,        675


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
15,            0,     1383,       4,      0,       1387
15,            1,      907,       0,      0,        907
15,            2,     1741,       0,      0,       1741
15,            3,     2850,       3,      0,       2853
15,            4,      533,       0,      0,        533
15,            5,      519,       0,      0,        519
15,            6,      511,       0,      0,        511
15,            7,      542,       0,      0,        542
15,            8,     1132,       0,      0,       1132
15,            9,     1049,       1,      6,       1056
15,           10,     1515,       0,      0,       1515
15,           11,      576,       0,      0,        576
15,           12,      654,       7,      1,        662
15,           13,      544,       0,      0,        544
15,           14,     1763,       0,      0,       1763
15,           15,      613,       0,      0,        613
15,           16,     1225,       0,      0,       1225
15,           17,      613,       0,      0,        613
15,           18,      648,       0,      0,        648
15,           19,      662,       0,      0,        662


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
16,            0,     1395,       5,      0,       1400
16,            1,      909,       0,      0,        909
16,            2,     1757,       1,      0,       1758
16,            3,     2886,       2,      3,       2891
16,            4,      523,       0,      0,        523
16,            5,      511,       0,      0,        511
16,            6,      495,       0,      0,        495
16,            7,      531,       0,      0,        531
16,            8,     1137,       0,      0,       1137
16,            9,     1081,       1,      6,       1088
16,           10,     1504,       0,      0,       1504
16,           11,      551,       0,      0,        551
16,           12,      628,       7,      0,        635
16,           13,      548,       0,      0,        548
16,           14,     1781,       0,      0,       1781
16,           15,      616,       0,      0,        616
16,           16,     1237,       0,      0,       1237
16,           17,      609,       0,      0,        609
16,           18,      635,       0,      0,        635
16,           19,      643,       0,      0,        643


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
17,            0,     1413,       5,      0,       1418
17,            1,      897,       0,      0,        897
17,            2,     1736,       1,      0,       1737
17,            3,     2902,       3,      6,       2911
17,            4,      525,       0,      0,        525
17,            5,      514,       0,      0,        514
17,            6,      502,       0,      0,        502
17,            7,      541,       0,      0,        541
17,            8,     1138,       0,      0,       1138
17,            9,     1084,       1,      4,       1089
17,           10,     1553,       0,      0,       1553
17,           11,      545,       0,      0,        545
17,           12,      607,       8,      0,        615
17,           13,      536,       0,      0,        536
17,           14,     1809,       0,      0,       1809
17,           15,      605,       0,      0,        605
17,           16,     1218,       0,      0,       1218
17,           17,      597,       0,      0,        597
17,           18,      622,       0,      0,        622
17,           19,      630,       0,      0,        630


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
18,            0,     1411,       5,      0,       1416
18,            1,      906,       0,      0,        906
18,            2,     1775,       2,      0,       1777
18,            3,     2926,       3,     10,       2939
18,            4,      532,       0,      0,        532
18,            5,      504,       0,      0,        504
18,            6,      492,       0,      0,        492
18,            7,      538,       0,      0,        538
18,            8,     1136,       0,      0,       1136
18,            9,     1077,       1,      2,       1080
18,           10,     1570,       0,      0,       1570
18,           11,      539,       0,      0,        539
18,           12,      603,       8,      0,        611
18,           13,      524,       0,      0,        524
18,           14,     1792,       0,      0,       1792
18,           15,      607,       0,      0,        607
18,           16,     1205,       0,      0,       1205
18,           17,      593,       0,      0,        593
18,           18,      622,       0,      0,        622
18,           19,      619,       0,      0,        619


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
19,            0,     1394,       5,      0,       1399
19,            1,      915,       0,      0,        915
19,            2,     1780,       3,      0,       1783
19,            3,     2945,       3,     10,       2958
19,            4,      529,       0,      0,        529
19,            5,      512,       0,      0,        512
19,            6,      502,       0,      0,        502
19,            7,      534,       0,      0,        534
19,            8,     1129,       0,      0,       1129
19,            9,     1057,       1,      4,       1062
19,           10,     1598,       0,      0,       1598
19,           11,      533,       0,      0,        533
19,           12,      600,       8,      0,        608
19,           13,      525,       0,      0,        525
19,           14,     1816,       0,      0,       1816
19,           15,      598,       0,      0,        598
19,           16,     1167,       0,      0,       1167
19,           17,      605,       0,      0,        605
19,           18,      606,       0,      0,        606
19,           19,      623,       0,      0,        623


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
20,            0,     1398,       5,      0,       1403
20,            1,      926,       0,      0,        926
20,            2,     1817,       3,      0,       1820
20,            3,     2924,       4,     10,       2938
20,            4,      525,       0,      0,        525
20,            5,      516,       0,      0,        516
20,            6,      498,       0,      0,        498
20,            7,      542,       0,      0,        542
20,            8,     1122,       0,      0,       1122
20,            9,     1076,       1,      4,       1081
20,           10,     1568,       0,      0,       1568
20,           11,      529,       0,      0,        529
20,           12,      594,      10,      0,        604
20,           13,      527,       0,      0,        527
20,           14,     1789,       0,      0,       1789
20,           15,      597,       0,      0,        597
20,           16,     1167,       0,      0,       1167
20,           17,      617,       0,      0,        617
20,           18,      617,       0,      0,        617
20,           19,      616,       0,      0,        616


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
21,            0,     1429,       6,      0,       1435
21,            1,      936,       0,      0,        936
21,            2,     1861,       2,      0,       1863
21,            3,     2928,       6,     13,       2947
21,            4,      538,       0,      0,        538
21,            5,      514,       0,      0,        514
21,            6,      497,       0,      0,        497
21,            7,      534,       0,      0,        534
21,            8,     1112,       0,      0,       1112
21,            9,     1063,       0,      4,       1067
21,           10,     1584,       0,      0,       1584
21,           11,      503,       0,      0,        503
21,           12,      588,      13,      0,        601
21,           13,      522,       0,      0,        522
21,           14,     1761,       0,      0,       1761
21,           15,      597,       0,      0,        597
21,           16,     1153,       0,      0,       1153
21,           17,      616,       0,      0,        616
21,           18,      614,       0,      0,        614
21,           19,      608,       0,      0,        608


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
22,            0,     1450,       7,      0,       1457
22,            1,      947,       0,      0,        947
22,            2,     1855,       3,      0,       1858
22,            3,     2914,       6,     16,       2936
22,            4,      547,       0,      0,        547
22,            5,      524,       0,      0,        524
22,            6,      488,       0,      0,        488
22,            7,      533,       0,      0,        533
22,            8,     1122,       0,      0,       1122
22,            9,     1046,       2,      3,       1051
22,           10,     1596,       0,      0,       1596
22,           11,      492,       0,      0,        492
22,           12,      591,      13,      0,        604
22,           13,      514,       0,      0,        514
22,           14,     1746,       0,      0,       1746
22,           15,      593,       0,      0,        593
22,           16,     1166,       0,      0,       1166
22,           17,      618,       0,      0,        618
22,           18,      609,       0,      0,        609
22,           19,      601,       0,      0,        601


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
23,            0,     1417,      10,      0,       1427
23,            1,      959,       0,      0,        959
23,            2,     1888,       3,      0,       1891
23,            3,     2946,       8,     17,       2971
23,            4,      551,       0,      0,        551
23,            5,      519,       0,      0,        519
23,            6,      472,       0,      0,        472
23,            7,      527,       0,      0,        527
23,            8,     1117,       0,      0,       1117
23,            9,     1040,       3,      3,       1046
23,           10,     1587,       0,      0,       1587
23,           11,      492,       0,      0,        492
23,           12,      578,      13,      0,        591
23,           13,      524,       0,      0,        524
23,           14,     1748,       0,      0,       1748
23,           15,      580,       0,      0,        580
23,           16,     1175,       0,      0,       1175
23,           17,      604,       0,      0,        604
23,           18,      621,       0,      0,        621
23,           19,      600,       0,      0,        600


Day 1 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
24,            0,     1423,      11,      0,       1434
24,            1,      973,       0,      0,        973
24,            2,     1913,       4,      0,       1917
24,            3,     2967,       7,     19,       2993
24,            4,      542,       0,      0,        542
24,            5,      514,       0,      0,        514
24,            6,      456,       0,      0,        456
24,            7,      527,       0,      0,        527
24,            8,     1100,       0,      0,       1100
24,            9,     1059,       3,      3,       1065
24,           10,     1586,       0,      0,       1586
24,           11,      491,       0,      0,        491
24,           12,      557,      15,      0,        572
24,           13,      525,       0,      0,        525
24,           14,     1735,       0,      0,       1735
24,           15,      574,       0,      0,        574
24,           16,     1177,       0,      0,       1177
24,           17,      593,       0,      0,        593
24,           18,      624,       0,      0,        624
24,           19,      604,       0,      0,        604


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 1,            0,     1431,      11,      0,       1442
 1,            1,      973,       0,      0,        973
 1,            2,     1926,       6,      0,       1932
 1,            3,     2974,       8,     20,       3002
 1,            4,      528,       0,      0,        528
 1,            5,      519,       0,      0,        519
 1,            6,      456,       0,      0,        456
 1,            7,      516,       0,      0,        516
 1,            8,     1110,       0,      0,       1110
 1,            9,     1077,       3,      3,       1083
 1,           10,     1569,       0,      0,       1569
 1,           11,      494,       0,      0,        494
 1,           12,      539,      15,      0,        554
 1,           13,      526,       0,      0,        526
 1,           14,     1721,       0,      0,       1721
 1,           15,      581,       0,      0,        581
 1,           16,     1196,       0,      0,       1196
 1,           17,      583,       0,      0,        583
 1,           18,      618,       0,      0,        618
 1,           19,      599,       0,      0,        599


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 2,            0,     1438,      11,      0,       1449
 2,            1,      966,       0,      0,        966
 2,            2,     1900,      11,      0,       1911
 2,            3,     2985,       9,     24,       3018
 2,            4,      516,       0,      0,        516
 2,            5,      514,       0,      0,        514
 2,            6,      475,       0,      0,        475
 2,            7,      517,       0,      0,        517
 2,            8,     1136,       0,      0,       1136
 2,            9,     1075,       4,      3,       1082
 2,           10,     1567,       0,      0,       1567
 2,           11,      493,       0,      0,        493
 2,           12,      524,      15,      0,        539
 2,           13,      523,       0,      0,        523
 2,           14,     1752,       0,      0,       1752
 2,           15,      578,       0,      0,        578
 2,           16,     1203,       0,      0,       1203
 2,           17,      579,       0,      0,        579
 2,           18,      598,       0,      0,        598
 2,           19,      586,       0,      0,        586


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 3,            0,     1451,      14,      0,       1465
 3,            1,      968,       0,      0,        968
 3,            2,     1918,      12,      0,       1930
 3,            3,     2998,       8,     28,       3034
 3,            4,      503,       0,      0,        503
 3,            5,      531,       0,      0,        531
 3,            6,      481,       0,      0,        481
 3,            7,      506,       0,      0,        506
 3,            8,     1143,       0,      0,       1143
 3,            9,     1057,       2,      3,       1062
 3,           10,     1557,       0,      0,       1557
 3,           11,      492,       0,      0,        492
 3,           12,      517,      19,      0,        536
 3,           13,      522,       0,      0,        522
 3,           14,     1734,       0,      0,       1734
 3,           15,      577,       0,      0,        577
 3,           16,     1187,       0,      0,       1187
 3,           17,      579,       0,      0,        579
 3,           18,      604,       0,      0,        604
 3,           19,      591,       0,      0,        591


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 4,            0,     1460,      16,      0,       1476
 4,            1,      979,       0,      0,        979
 4,            2,     1920,      15,      0,       1935
 4,            3,     3009,       9,     29,       3047
 4,            4,      493,       0,      0,        493
 4,            5,      549,       0,      0,        549
 4,            6,      470,       0,      0,        470
 4,            7,      510,       0,      0,        510
 4,            8,     1158,       0,      0,       1158
 4,            9,     1041,       1,      4,       1046
 4,           10,     1535,       0,      0,       1535
 4,           11,      469,       0,      0,        469
 4,           12,      504,      22,      0,        526
 4,           13,      544,       0,      0,        544
 4,           14,     1715,       0,      0,       1715
 4,           15,      570,       0,      0,        570
 4,           16,     1191,       0,      0,       1191
 4,           17,      572,       0,      0,        572
 4,           18,      622,       0,      0,        622
 4,           19,      595,       0,      0,        595


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 5,            0,     1460,      22,      0,       1482
 5,            1,      990,       0,      0,        990
 5,            2,     1894,      16,      0,       1910
 5,            3,     3043,       7,     30,       3080
 5,            4,      488,       0,      0,        488
 5,            5,      522,       0,      0,        522
 5,            6,      484,       0,      0,        484
 5,            7,      507,       0,      0,        507
 5,            8,     1169,       0,      0,       1169
 5,            9,     1043,       1,      3,       1047
 5,           10,     1552,       0,      0,       1552
 5,           11,      469,       0,      0,        469
 5,           12,      498,      22,      0,        520
 5,           13,      528,       0,      0,        528
 5,           14,     1708,       0,      0,       1708
 5,           15,      565,       0,      0,        565
 5,           16,     1200,       0,      0,       1200
 5,           17,      561,       0,      0,        561
 5,           18,      624,       0,      0,        624
 5,           19,      596,       0,      0,        596


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 6,            0,     1448,      26,      0,       1474
 6,            1,      993,       0,      0,        993
 6,            2,     1932,      18,      0,       1950
 6,            3,     3038,       7,     33,       3078
 6,            4,      475,       0,      0,        475
 6,            5,      527,       0,      0,        527
 6,            6,      478,       0,      0,        478
 6,            7,      507,       0,      0,        507
 6,            8,     1166,       0,      0,       1166
 6,            9,     1043,       1,      4,       1048
 6,           10,     1553,       0,      0,       1553
 6,           11,      473,       0,      0,        473
 6,           12,      507,      22,      0,        529
 6,           13,      518,       0,      0,        518
 6,           14,     1693,       0,      0,       1693
 6,           15,      562,       0,      0,        562
 6,           16,     1184,       0,      0,       1184
 6,           17,      573,       0,      0,        573
 6,           18,      629,       0,      0,        629
 6,           19,      592,       0,      0,        592


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 7,            0,     1452,      37,      0,       1489
 7,            1,     1005,       0,      0,       1005
 7,            2,     1929,      16,      0,       1945
 7,            3,     3032,       8,     37,       3077
 7,            4,      481,       0,      0,        481
 7,            5,      530,       0,      0,        530
 7,            6,      482,       0,      0,        482
 7,            7,      519,       0,      0,        519
 7,            8,     1163,       0,      0,       1163
 7,            9,     1012,       1,      3,       1016
 7,           10,     1548,       0,      0,       1548
 7,           11,      466,       0,      0,        466
 7,           12,      513,      25,      0,        538
 7,           13,      525,       0,      0,        525
 7,           14,     1697,       0,      0,       1697
 7,           15,      558,       0,      0,        558
 7,           16,     1189,       0,      0,       1189
 7,           17,      575,       0,      0,        575
 7,           18,      613,       0,      0,        613
 7,           19,      586,       0,      0,        586


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 8,            0,     1438,      42,      0,       1480
 8,            1,     1018,       0,      0,       1018
 8,            2,     1941,      16,      0,       1957
 8,            3,     3033,       9,     40,       3082
 8,            4,      474,       0,      0,        474
 8,            5,      538,       0,      0,        538
 8,            6,      492,       0,      0,        492
 8,            7,      507,       0,      0,        507
 8,            8,     1147,       0,      0,       1147
 8,            9,     1024,       1,      3,       1028
 8,           10,     1555,       0,      0,       1555
 8,           11,      477,       0,      0,        477
 8,           12,      499,      28,      0,        527
 8,           13,      516,       0,      0,        516
 8,           14,     1696,       0,      0,       1696
 8,           15,      549,       0,      0,        549
 8,           16,     1176,       0,      0,       1176
 8,           17,      581,       0,      0,        581
 8,           18,      610,       0,      0,        610
 8,           19,      592,       0,      0,        592


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
 9,            0,     1418,      54,      0,       1472
 9,            1,     1014,       0,      0,       1014
 9,            2,     1986,      11,      0,       1997
 9,            3,     3012,       8,     42,       3062
 9,            4,      482,       0,      0,        482
 9,            5,      526,       0,      0,        526
 9,            6,      487,       0,      0,        487
 9,            7,      520,       0,      0,        520
 9,            8,     1138,       0,      0,       1138
 9,            9,     1001,       0,      3,       1004
 9,           10,     1551,       0,      0,       1551
 9,           11,      493,       0,      0,        493
 9,           12,      515,      29,      0,        544
 9,           13,      520,       0,      0,        520
 9,           14,     1656,       0,      0,       1656
 9,           15,      573,       0,      0,        573
 9,           16,     1162,       0,      0,       1162
 9,           17,      590,       0,      0,        590
 9,           18,      617,       0,      0,        617
 9,           19,      594,       0,      0,        594


Day 2 Summary:
Hour, District ID, Ignorant, Alarmed, Zombie, Population
10,            0,     1415,      61,      0,       1476
10,            1,      998,       0,      0,        998
